gene,importance,deceased_avg_expression,survivors_avg_expression
DKC1,8.72E-05,0.045012926,0.212168782
DLD,0.000659472,0.049550137,0.206595106
DLG1,0.001476619,0.044271093,0.186984058
DLGAP4,0,0.044164583,0.207456918
DLST,0.000300362,0.054408423,0.228828093
DMAP1,0.000396827,0.017074447,0.084699345
DNAAF5,6.72E-05,0.022133569,0.106524914
DNAJA1,9.60E-05,0.123853728,0.563864602
DNAJA2,0.001036053,0.047080907,0.195540785
DNAJA3,0,0.039456903,0.187311817
DNAJB11,0.000425768,0.016878745,0.082800295
DNAJB12,0.00035948,0.035292663,0.164339487
DNAJB2,0.000137448,0.054911036,0.254033674
DNAJB6,0.000113454,0.062046523,0.287230674
DNAJC10,0,0.088972215,0.39870775
DNAJC13,0.000382127,0.045236362,0.190706949
DNAJC19,0.00065193,0.017316265,0.086134473
DNAJC21,0.000520659,0.036317098,0.162793297
DNAJC3,0,0.065022749,0.289848414
DNAJC5,0,0.059197553,0.294247571
DNAJC7,0.000613717,0.033571955,0.157177248
DNAJC8,8.62E-06,0.048165959,0.211106977
DNM1L,0.000144347,0.044740905,0.199345311
DNM2,0.000134502,0.068925029,0.316119324
DNMT1,0.000392524,0.054841971,0.268092714
DNMT3A,0,0.02524347,0.122532829
DNPEP,0.00067508,0.048218059,0.230450081
DNTTIP2,0.000512713,0.03972735,0.175061411
DOCK1,0.00020128,0.049218182,0.20879677
DOP1B,0.000872336,0.043664414,0.20248941
DPF2,0.001505976,0.033781325,0.147117511
DPM1,0.000387591,0.021089413,0.097995451
DPP8,0.000486401,0.029212635,0.122900943
DPP9,0.000230058,0.031797442,0.159191668
DPY19L3,0.00027041,0.025380097,0.113431214
DR1,0.000153978,0.041393078,0.179374557
DRAM2,0,0.03135395,0.133799641
DROSHA,0.000792284,0.038167624,0.169933723
DSTYK,0.000278091,0.025954803,0.110625917
DTX3L,0.000322405,0.05755867,0.285305424
DUSP11,0.000150968,0.013869599,0.059659651
DUSP16,8.03E-05,0.05839198,0.264621291
DUSP22,0.000780391,0.020974245,0.080559256
DUSP3,0,0.046179704,0.200265059
DUT,0.000218848,0.027064835,0.114603492
DVL3,0.00026721,0.063854248,0.291505454
DYM,0.000470514,0.034693483,0.139916899
DYNC1H1,0.000490682,0.21938984,1.012198255
DYNC1I2,0.000805076,0.064864861,0.289936965
DYNC1LI1,0.000181689,0.026130655,0.121249124
DYNLL1,0.000146847,0.095864384,0.449534698
DYNLL2,0.000222485,0.085812884,0.414577497
DYNLT1,0,0.050595313,0.213534516
DYRK1A,0,0.051148185,0.226152061
DYRK2,0.000240849,0.023103645,0.108543542
E2F4,0.00083785,0.024293673,0.108432215
EARS2,0.000368294,0.025111489,0.117871498
EBAG9,6.22E-05,0.019323299,0.078957226
ECD,0.000412701,0.023482837,0.102865601
ECPAS,0.000577062,0.094537005,0.41951379
EDEM1,0.000320515,0.045485375,0.212690891
EDEM3,0.000237783,0.054502078,0.243679365
EEF1AKNMT,0.0017247,0.02888635,0.140352323
EEF1B2,2.10E-05,0.13244548,0.607496561
EEF1D,0.000226439,0.041144027,0.188926931
EEF2K,0,0.040290082,0.170592113
EFCAB14,0.000470264,0.101594287,0.410522296
EFNA1,7.67E-05,0.070656209,0.324857825
EFR3A,0.000320342,0.06939049,0.306972118
EFTUD2,0.000430728,0.055908107,0.266960856
EHD4,0.001027013,0.036211978,0.153529883
EHMT1,0.000332698,0.037161434,0.172663453
EHMT2,0.000780318,0.029802806,0.148669844
EI24,0.000650968,0.075690216,0.325966526
EID1,0.000346259,0.08800926,0.367494051
EIF1AX,0.000465302,0.056677264,0.227351348
EIF2A,0.000155477,0.060115216,0.258436001
EIF2AK1,0.000431692,0.12835621,0.600009211
EIF2AK2,0.00025546,0.063737786,0.27372759
EIF2AK4,0.000210617,0.044288198,0.18576484
EIF2B1,0.000459099,0.031068974,0.134331647
EIF2B4,0,0.019279239,0.090303542
EIF2B5,0.000377922,0.037431389,0.175602018
EIF2S1,0.000101698,0.045147049,0.204170743
EIF2S2,0.000651506,0.048305943,0.23344072
EIF3B,0.000429501,0.120659378,0.573490182
EIF3D,9.44E-05,0.114831846,0.515006346
EIF3F,0.000506792,0.080592223,0.357320803
EIF3G,0.000579827,0.051142313,0.249288047
EIF3I,0.000420442,0.105457471,0.495440063
EIF3J,9.88E-05,0.043285119,0.184994815
EIF3M,0.000340179,0.063497649,0.263440001
EIF4A2,0.001002518,0.18638984,0.782092431
EIF4A3,0.000586007,0.056088179,0.292441295
EIF4B,0.000193775,0.199901763,0.847976699
EIF4E,0.000378624,0.020836194,0.089226162
EIF4E2,0.000928027,0.033449228,0.14729986
EIF4ENIF1,0.000108858,0.015029187,0.067668747
EIF4G3,0.000166808,0.05110789,0.228152818
EIF4H,5.93E-05,0.117315344,0.546124195
EIF5,6.61E-05,0.11547479,0.505339445
EIF5A,0.000231311,0.110681167,0.515296898
EIF5B,0.000225868,0.110172586,0.488264609
ELAC2,9.89E-05,0.03741965,0.165813204
ELAVL1,7.95E-05,0.049923284,0.234427604
ELF2,0.000220004,0.024231262,0.104378586
ELK3,0.001731404,0.039366591,0.146188537
ELK4,0.000123521,0.041898147,0.175989984
ELMO2,0.00069848,0.030180266,0.13519726
ELMOD2,0.000187204,0.0259689,0.116577768
ELOA,0.000150406,0.031424088,0.137364303
ELOVL1,0.000545144,0.05246974,0.225485493
ELP1,0,0.032232759,0.145615316
ELP3,0.000783482,0.019703976,0.091784593
EMC1,0.000193562,0.04096162,0.185167435
EMC2,0.001202216,0.029638843,0.117452268
EMC3,0.000112724,0.042541191,0.18677666
EML4,0.000437561,0.039244085,0.172949155
ENC1,0.000709784,0.043768243,0.190677714
ENG,0.001098075,0.070290184,0.271392421
ENOPH1,0,0.026000231,0.122544991
ENTPD1,0.000275721,0.019642796,0.088362482
ENTPD4,0,0.026644926,0.122455622
ENTPD6,0.000798603,0.03911398,0.189064715
ENY2,0.001016314,0.036667705,0.158492676
EP300,0.000563998,0.069712602,0.307309622
EP400,0.000103449,0.037244548,0.167596063
EPB41L1,0.000422656,0.052961443,0.242745594
EPC1,0.000281167,0.019742925,0.080057484
EPHX1,0,0.109014527,0.442921345
EPN1,0.000320139,0.056836939,0.287679315
EPS15,0,0.05043441,0.207790927
EPS15L1,0.000270606,0.027136355,0.135049562
ERBIN,0,0.061442374,0.290138461
ERC1,0.000217769,0.041236395,0.179412947
ERCC3,0,0.028195838,0.129049918
ERGIC2,0.000496873,0.027485016,0.119920705
ERH,0,0.045913748,0.223180885
ERI3,0.000388279,0.029803914,0.135905992
ERLEC1,0.000966308,0.051143001,0.223979488
ERLIN1,0,0.029288297,0.123568341
ERO1A,0.000959819,0.035088726,0.163331861
ERP29,0.000760012,0.071111952,0.367765648
ERP44,0.000515129,0.040897132,0.17715111
ESD,0.000492479,0.048223908,0.191428583
ESYT1,0.001678913,0.101363799,0.401541033
ESYT2,0.001341627,0.102215888,0.399001378
ETF1,0.001081568,0.082902831,0.347055934
ETFA,0.00042146,0.044946844,0.177772449
ETNK1,0.001580635,0.040880236,0.189798941
ETV6,0,0.050003465,0.216045271
EWSR1,0.000698521,0.110735934,0.527700787
EXOC1,4.83E-06,0.019151454,0.078525445
EXOC3,0.000175477,0.032174729,0.150363247
EXOC4,0.000503057,0.048058953,0.212878394
EXOC5,0,0.039562701,0.166876601
EXOC7,0.000350495,0.033840488,0.155163744
EXOSC10,0.000163049,0.026970324,0.121763709
EXOSC6,0.000817069,0.0179115,0.078607589
EXT1,0.000367405,0.034475653,0.145170871
EXT2,0,0.054949497,0.243047123
EXTL3,0.000125619,0.025458929,0.110105928
EYA3,0.000455667,0.01984164,0.087870516
EZH1,0,0.025735648,0.09929767
F11R,0.000134369,0.085141271,0.378883421
FAF1,0.000139316,0.031886465,0.143034876
FAF2,0.001183279,0.050740438,0.22684363
FAM102A,0,0.090614663,0.473449586
FAM111A,0.000624292,0.026384132,0.129212444
FAM114A1,0.000213912,0.047457132,0.212735237
FAM120A,0,0.136152803,0.618175915
FAM120AOS,0.000324654,0.044690362,0.202939514
FAM120B,0.000165924,0.029553303,0.122808273
FAM122B,0.001087036,0.022683496,0.097599736
FAM136A,5.17E-05,0.02139979,0.098600029
FAM160A2,7.70E-05,0.019670067,0.087809678
FAM168A,0.000539285,0.050952475,0.234148372
FAM168B,0.0003401,0.073704262,0.30296544
FAM177A1,0.00023725,0.029594707,0.139033127
FAM193A,0.000614177,0.020515719,0.093715594
FAM199X,0.000409788,0.041984535,0.1735882
FAM204A,0.000349651,0.021472928,0.094663696
FAM20B,0.000186348,0.061992045,0.282918861
FAM32A,0.00018548,0.040985329,0.191985958
FAM8A1,0.000627868,0.035701526,0.149749781
FAM91A1,0.000135661,0.049158824,0.202640176
FAM98A,0.000154284,0.028856343,0.125617492
FARP1,0.000131405,0.065341634,0.320633598
FARSB,0,0.03295598,0.140401441
FASTKD2,0.001035712,0.025751161,0.107621052
FBRS,0,0.05100863,0.24704225
FBXL3,0.000398902,0.034110354,0.134998901
FBXL5,0,0.072515215,0.295801931
FBXO21,0,0.035391851,0.158337154
FBXO22,0.000474088,0.017860371,0.081537475
FBXO28,0,0.039930654,0.181245443
FBXO3,0.000128003,0.028768965,0.12048205
FBXO42,0,0.018227801,0.079936225
FBXO7,0.00022819,0.054487569,0.238344065
FBXO9,0.000363805,0.032735505,0.140628925
FBXW11,0.000204638,0.03658514,0.151361938
FBXW2,0,0.051497457,0.229816082
FCF1,0.000185335,0.024566399,0.105851028
FDFT1,0.000351333,0.072043064,0.332948684
FEM1B,0,0.062529715,0.262423657
FEM1C,0.000197542,0.026856568,0.110458606
FEZ2,0.000831591,0.027936158,0.10729241
FGFR1OP2,0.000553324,0.02120397,0.0844688
FH,7.03E-05,0.04839924,0.230541878
FKBP15,0.000683464,0.033426435,0.155312906
FKBP9,0.00013816,0.075712341,0.313723802
FLAD1,0.002972646,0.032161012,0.158858918
FLII,0.000353776,0.086363171,0.410541754
FLOT1,0.000131296,0.108011848,0.513814198
FLOT2,0.000837685,0.071221454,0.324552801
FMR1,5.00E-05,0.032852992,0.144299681
FNBP4,0.000374993,0.036696226,0.157780497
FNDC3B,0.000113448,0.063704229,0.254761535
FNTA,0.000424648,0.03129423,0.134456794
FOCAD,0.000176811,0.025638847,0.117013805
FOSL2,0.001113802,0.104330112,0.422109265
FOXJ2,0.00047514,0.025949918,0.106095888
FOXJ3,0.000582935,0.044089515,0.183748355
FOXK1,0.000694336,0.029221439,0.12747497
FOXK2,0.000892458,0.037565241,0.180405413
FRYL,0.000699766,0.040898592,0.178059608
FTO,0,0.046474752,0.183593593
FUBP1,0.000121775,0.063614668,0.290954092
FUBP3,0.000374087,0.033946676,0.148993091
FUS,0.000281781,0.129942368,0.66913788
FXR1,0.000521402,0.078244885,0.357617708
FYCO1,0.000258284,0.040680471,0.17887954
FYTTD1,0.000825276,0.054508421,0.228970896
G3BP1,0.000124765,0.110284372,0.484890548
G3BP2,0.000142018,0.093319762,0.407770286
GABARAPL2,0.000347533,0.042575712,0.177147077
GABPB1,0,0.014171752,0.060554535
GAK,0.000198278,0.049147491,0.247938889
GALNT1,7.01E-05,0.077627388,0.337222033
GALNT10,4.36E-06,0.063177336,0.297902037
GALNT11,0.000380741,0.024644888,0.106340547
GAPVD1,0.000140292,0.039973142,0.169351895
GARRE1,0.000216175,0.025092088,0.093363947
GARS1,7.13E-05,0.068425024,0.300676696
GART,0.000442197,0.044315993,0.202522193
GATAD1,8.44E-05,0.026069766,0.114061499
GATAD2A,0.000767262,0.047234918,0.220055313
GATAD2B,0.00063418,0.039023954,0.174593424
GBA2,0.000271854,0.02603593,0.122988476
GBF1,0,0.063234043,0.28553749
GCN1,0.000302957,0.078966196,0.369062449
GDE1,0.000950921,0.048553651,0.218826044
GDI1,6.29E-05,0.086734453,0.418139955
GEMIN5,0.00045719,0.020133145,0.08816682
GFM1,0.000137291,0.039710353,0.184678894
GFOD2,0.00074316,0.017444738,0.0744458
GGA1,0.000724393,0.028909155,0.141338037
GGA2,0.00058504,0.064849643,0.304265017
GGCX,0.000321627,0.032130339,0.134698486
GGNBP2,9.74E-05,0.04006953,0.177057555
GID8,0,0.059087475,0.291054415
GIGYF1,0.000214697,0.036570298,0.175985231
GIGYF2,0.000317593,0.049286457,0.217055288
GINM1,0.000218632,0.027727423,0.111515275
GIPC1,0,0.050470508,0.260073519
GLB1,0.000351138,0.03961921,0.183599063
GLE1,0.000342698,0.026628484,0.125503509
GLG1,2.16E-05,0.11406608,0.483492996
GLO1,0.000326505,0.093993651,0.435978271
GLOD4,0.000369062,0.030985706,0.137050285
GLRX3,0,0.026539301,0.113236334
GLT8D1,0.000279275,0.030841628,0.140883228
GLTP,7.82E-05,0.029793132,0.127382359
GLUD1,2.27E-05,0.112463312,0.482151354
GLYR1,0.0004159,0.069531943,0.322022427
GM2A,0.000614479,0.059437253,0.287245807
GMFB,0.000430923,0.043121005,0.189940608
GMPR2,0.001246617,0.033036601,0.161081436
GMPS,0.000714206,0.056466006,0.256650031
GNA12,0.00033068,0.047057356,0.206521274
GNA13,0.00080243,0.058883725,0.268409328
GNAI2,0.000277279,0.167403834,0.763080516
GNAI3,0.000552938,0.06304279,0.288046572
GNL1,0,0.033653013,0.155826134
GNL2,0.000222034,0.043327406,0.194844875
GNL3,0.00037161,0.051332875,0.23907256
GNL3L,6.21E-05,0.026341794,0.121927977
GNPAT,0,0.039339449,0.191641159
GNPDA1,0.000840438,0.028150542,0.133088663
GNPTAB,0.000137093,0.040734972,0.177562163
GOLGA1,0.000354402,0.020510459,0.090768289
GOLGA2,8.60E-05,0.064454885,0.298245781
GOLGA3,0,0.059314713,0.288572609
GOLGA4,0.00017845,0.091102709,0.389185081
GOLGA5,0.000140525,0.040778554,0.188776095
GOLGB1,0.000435299,0.14085651,0.645301514
GOLM2,7.13E-05,0.061916328,0.262028485
GOLPH3,0.000234501,0.08566256,0.379840571
GON4L,0,0.032677732,0.156046992
GOPC,0.000941159,0.027049241,0.107413379
GORASP1,0.000470037,0.027873483,0.127190854
GORASP2,0.000100501,0.071012167,0.313384459
GOSR1,0.000193662,0.035205988,0.159870597
GOSR2,0.000530213,0.027515689,0.11907897
GOT2,0,0.06269636,0.296050511
GPATCH8,7.61E-05,0.035307785,0.150956325
GPBP1,0.000152835,0.066013696,0.290849559
GPBP1L1,0.000233786,0.07830353,0.342111677
GPD2,0.000746009,0.050693521,0.230393079
GPN1,0.000533311,0.019430661,0.086849759
GPR107,0.000426276,0.087058699,0.375452736
GRAMD1A,0.00023061,0.046880095,0.234645046
GRHPR,0.000821507,0.039297348,0.192679849
GRIPAP1,0,0.026558689,0.128278116
GRK2,0.000127476,0.057577673,0.283681464
GRPEL1,0.000332421,0.021713316,0.096031839
GRSF1,0,0.066838477,0.302189276
GSE1,0.00017699,0.078121536,0.348936017
GSK3B,0.000260678,0.049543055,0.222524939
GSPT1,0.000212088,0.123267902,0.548462399
GSTK1,0.000621212,0.072780984,0.316443841
GTF2A1,0.000204333,0.03257576,0.139345624
GTF2H1,0.000353266,0.024161888,0.105010131
GTF2IRD1,0.000122025,0.019931217,0.092250156
GTF3A,0,0.057348458,0.267747187
GTF3C1,0.000182162,0.077493641,0.37683419
GTF3C2,0.000319265,0.031284705,0.139910326
GTF3C3,0.000174761,0.022591194,0.095695156
GTF3C4,5.30E-05,0.03955941,0.169385982
GTPBP1,0.000988815,0.033979058,0.155819895
GTPBP2,7.25E-05,0.027099588,0.127458077
GTPBP4,0.000276618,0.043463731,0.184530568
GUCD1,7.84E-05,0.064843743,0.309018845
GUF1,0,0.020321565,0.094284968
GUK1,0.000660661,0.090801823,0.433992164
GYG1,0.000345072,0.031471755,0.141260227
H2AZ2,0.000123816,0.100082172,0.449203682
H3-3A,8.06E-05,0.029497539,0.136525526
H6PD,0.001239915,0.067129972,0.270798884
HADH,0.000513961,0.051716742,0.201093218
HADHA,0.000567311,0.137691433,0.563715059
HADHB,0.000903198,0.083028238,0.345406817
HARS1,0.000280155,0.028068742,0.134211314
HAT1,0.000134556,0.031844568,0.144659733
HAX1,0.000986056,0.049482258,0.232501971
HBS1L,0.000467977,0.038343884,0.155754724
HCFC1,8.16E-05,0.058378441,0.273495649
HDAC1,0.000119857,0.064346703,0.301881055
HDAC2,0.000218884,0.069601651,0.293737953
HDAC6,0.000305114,0.030078881,0.134511126
HDAC7,0,0.044707015,0.2011188
HDDC2,3.90E-05,0.023134079,0.103246465
HEBP2,0.000236286,0.062349022,0.233438553
HECA,0.000784959,0.030761845,0.116343558
HECTD4,8.00E-05,0.041337659,0.190598639
HELZ,7.16E-05,0.04098092,0.179463326
HERC1,8.01E-05,0.048617666,0.214607869
HERC2,6.21E-05,0.043208183,0.186437159
HERC4,0.000583523,0.029157932,0.118642688
HERPUD1,0.000270962,0.071256672,0.315754538
HERPUD2,0.001153114,0.020255037,0.082251513
HEXB,0.000186302,0.062258131,0.28490842
HEXIM1,0.000156959,0.033198003,0.161893859
HGS,0.001442368,0.031016527,0.156487947
HIBADH,0,0.035255049,0.145136985
HIF1AN,8.14E-05,0.038447603,0.172339673
HINT1,0.000333317,0.08857621,0.405040267
HIP1,0.000469923,0.052970654,0.233511297
HIP1R,0.000106431,0.026021812,0.127469943
HIPK1,0,0.053659259,0.229035322
HIPK3,0.00138988,0.078495447,0.303962593
HK2,0.000785571,0.058590753,0.301074022
HM13,0.00084851,0.09619528,0.480742076
HMGA1,0,0.06782521,0.353968186
HMGB1,0.000871524,0.132737166,0.572806132
HMGB2,0.000255375,0.064258772,0.315692497
HMGCR,5.65E-05,0.032013408,0.141659805
HMGN1,8.91E-05,0.10219595,0.49500742
HMGN2,0.000325247,0.100983793,0.498842923
HMGN4,0.00012585,0.043301985,0.187400701
HMGXB3,8.19E-05,0.03615721,0.166316033
HNRNPA0,0.000433281,0.092230825,0.429293794
HNRNPA3,0.000466528,0.151849899,0.676899072
HNRNPAB,0.000214511,0.075821044,0.366996272
HNRNPC,0.001504264,0.237118825,1.138462933
HNRNPD,0.000321646,0.107708165,0.501389617
HNRNPDL,0.000880491,0.116249457,0.492149742
HNRNPF,0.000418957,0.1651302,0.763325531
HNRNPH1,0.000133797,0.147826522,0.698280553
HNRNPH2,0.000969088,0.064318226,0.280228675
HNRNPH3,0,0.053294831,0.227564377
HNRNPK,0.000222873,0.315992242,1.470745288
HNRNPL,0.000565066,0.077410304,0.363630521
HNRNPM,0,0.112222271,0.549321871
HNRNPR,0.000220667,0.087646371,0.399671172
HNRNPUL1,0.000131659,0.130912077,0.620171595
HNRNPUL2,0,0.030316544,0.141131382
HP1BP3,0.000281675,0.102593232,0.44690777
HPS1,0.000960234,0.033070102,0.145762401
HPS4,0.000442097,0.019120738,0.089330793
HS1BP3,0.001072301,0.019395173,0.091057112
HSBP1,0.000554637,0.068662817,0.301653864
HSDL1,0.000179211,0.019303506,0.088962481
HSPA1B,6.80E-05,0.053479107,0.252893542
HSPA4,0.001239866,0.099546029,0.452587095
HSPA9,0.000340862,0.184068128,0.818513224
HTATSF1,0.00010068,0.056645556,0.255119156
HTT,0.000194172,0.064902594,0.308718411
HYOU1,0.000614251,0.075230746,0.389132495
IARS1,0.00022385,0.0818289,0.372614155
IARS2,0.001269537,0.108694077,0.483572043
IBTK,0.00049551,0.043167467,0.188920327
ICE2,0,0.029537241,0.116732828
ICMT,0.000161019,0.060540323,0.271460252
IDE,0,0.031364739,0.142053358
IFI16,0.000230278,0.054775178,0.222290685
IFNAR1,8.25E-05,0.056493352,0.230335502
IFNGR1,7.50E-05,0.056849406,0.220444975
IFNGR2,8.76E-05,0.036468819,0.160686927
IFT122,0.000162411,0.027615495,0.144592485
IGF2R,0.000203448,0.102458019,0.427649148
IK,0,0.056044722,0.265422026
IKBKB,0.000235215,0.045814139,0.219120671
IL17RA,0,0.020889439,0.091635812
ILF2,0,0.144059228,0.65462654
ILF3,0.000184528,0.14468932,0.687386115
ILKAP,0,0.012482381,0.05834341
ILRUN,0,0.082815637,0.374087575
IMMT,0.000128147,0.059611268,0.263240236
IMPACT,1.79E-05,0.028893736,0.128721565
IMPDH2,0.000531702,0.093662685,0.452943973
INIP,7.34E-05,0.021383666,0.094111277
INO80,0.00014613,0.023781802,0.099826103
INPPL1,0.000148824,0.059907905,0.292692203
INSIG1,0.000145754,0.034200008,0.169077777
INTS1,0,0.061805306,0.309657997
INTS10,0.000469281,0.026597126,0.115905198
INTS11,0.000388307,0.039511974,0.189160048
INTS13,0.000227649,0.016140175,0.075794499
INTS14,0.000982527,0.027156169,0.126099952
INTS3,0.000545594,0.064495605,0.295578062
INTS4,0.000153897,0.015387663,0.082928691
INTS6,0.000192368,0.023235098,0.102129696
INTS8,7.11E-05,0.027681183,0.123405164
IP6K1,0.000476931,0.033742859,0.156342572
IP6K2,0.000780295,0.038457922,0.180926775
IPO7,3.94E-05,0.109074744,0.491312687
IPO8,0.000246594,0.036817872,0.158084788
IPO9,0.000357292,0.065451958,0.309672498
IQCE,9.31E-05,0.025022867,0.125836261
IQSEC1,0.000560493,0.050963851,0.208560605
IREB2,0.000675271,0.038182306,0.155050015
IRF1,0.000108876,0.020752922,0.110048247
IRF2,0.000830222,0.023662294,0.105571338
IRF2BP2,0.000219752,0.104141574,0.467751566
IRF2BPL,0,0.040715541,0.172973769
IRGQ,0.000435994,0.019680768,0.091078906
ISCA1,6.53E-05,0.021119427,0.086300394
ISCU,0.000928686,0.041595511,0.171420224
ISG20L2,0.000565347,0.040213566,0.183629134
IST1,0,0.074992603,0.326745683
ITCH,0.000154904,0.040568828,0.178068999
ITFG1,0.000435454,0.033287501,0.134209545
ITGA5,0.000960002,0.05963831,0.262462731
ITGAV,5.82E-05,0.100126893,0.436309328
ITGB1BP1,0.00093699,0.029608272,0.11214783
ITSN2,0.000356759,0.028305111,0.115104051
IVNS1ABP,0.000757756,0.070101775,0.3118802
IWS1,0,0.028659265,0.133256502
JAK1,7.21E-05,0.123204896,0.523506354
JARID2,0.000109311,0.024829359,0.113803765
JOSD1,0.000664959,0.04103977,0.180108781
JPT2,1.47E-05,0.116099122,0.558972438
KANK2,9.50E-05,0.049809761,0.188756611
KANSL1,3.75E-05,0.038180428,0.167596124
KANSL2,0,0.016368073,0.07379055
KANSL3,0.000248457,0.048202089,0.214086382
KARS1,0.000117893,0.072201291,0.324559248
KAT2A,0.000382539,0.026821716,0.125832011
KAT7,0.000663668,0.036168633,0.173874426
KAT8,0,0.023579347,0.107431683
KATNIP,0.000529851,0.020449557,0.101306557
KBTBD2,0.000910541,0.034022041,0.142391273
KCMF1,0.000654856,0.038635277,0.16418702
KCTD10,0.000921957,0.049200601,0.192540814
KCTD2,0.000215613,0.029131115,0.128976929
KCTD20,0.000649477,0.059371919,0.257383932
KDELR2,0.000259307,0.174970691,0.773890698
KDM1A,0.000842625,0.05795668,0.25896953
KDM2B,0.000188029,0.015797989,0.073234783
KDM3A,0.000158996,0.043988258,0.181139039
KDM3B,0.000246998,0.066918611,0.293553016
KDM4A,0,0.012216951,0.060493738
KDM4B,0.000834744,0.060443966,0.367311676
KDM5A,0,0.047271881,0.214488455
KDM5B,0.000549983,0.096830538,0.451797868
KDM5C,0.000549747,0.079914921,0.368718536
KDSR,0.000202987,0.049101374,0.195829913
KHDC4,0.000350066,0.02820795,0.138595701
KHDRBS1,8.66E-05,0.107446104,0.487630941
KHNYN,0.000850252,0.032963456,0.148059303
KHSRP,0.000481327,0.080341477,0.392131519
KIAA0232,0,0.044571902,0.19058299
KIAA0319L,0.000144979,0.066644027,0.335570357
KIAA0930,0.00034554,0.05624404,0.271004652
KIAA1191,0.000727127,0.055116992,0.236237965
KIAA1217,0.000648917,0.097004562,0.39169148
KIAA1522,0.000303841,0.121843995,0.600812212
KIF1C,0.000358052,0.073456849,0.315891555
KIF2A,0.001290854,0.023439569,0.098935556
KIF3B,5.75E-05,0.055178353,0.258177207
KIFAP3,0.000307884,0.030506122,0.138810675
KLF10,0.006694502,0.063723976,0.196825147
KLF3,0.000575594,0.039547529,0.156088195
KLHDC10,0.000915334,0.044982341,0.194467944
KLHDC3,0.00048528,0.056506195,0.272520014
KLHL12,0.000735656,0.034494529,0.163060568
KLHL24,0.000143148,0.037173463,0.153486492
KLHL36,0.000814061,0.026717309,0.105913611
KLHL42,0.000400477,0.023745147,0.10214136
KMT2A,0.000189009,0.049280641,0.194800449
KMT2B,0.001703709,0.033991362,0.161087944
KMT2D,0.000512521,0.061958315,0.281410747
KMT2E,0,0.055009101,0.226962759
KMT5B,0.000398956,0.044895214,0.19542175
KPNA1,0,0.026578054,0.118741037
KPNA4,0,0.064482748,0.282774628
KPNA6,0,0.050037261,0.224295634
KPNB1,0,0.136514535,0.630820344
KRAS,0.000295951,0.031505333,0.136194544
KRR1,0.001014951,0.02131822,0.09278047
LAMP2,0.000179009,0.159630014,0.674990468
LAMTOR1,0.001299497,0.048048258,0.226045045
LAMTOR3,0.000688108,0.026748381,0.115248202
LANCL1,0.000272473,0.048820184,0.195727698
LAP3,0.000545918,0.068696535,0.321055989
LAPTM4A,0,0.242050741,1.015726413
LAPTM5,0,0.055117745,0.285791841
LARP1,0.000122234,0.129538485,0.581891186
LARP4,0,0.039148782,0.179513474
LARP4B,0.000404449,0.05306489,0.231002289
LARP7,0,0.01997176,0.084698514
LARS1,0.000353043,0.075143888,0.326366481
LAS1L,0.000325747,0.029319065,0.142239722
LCOR,3.61E-05,0.02961966,0.139844376
LCP1,0.0001471,0.075942914,0.405062061
LDB1,0,0.05594619,0.255909793
LDLRAP1,0.000168242,0.024377551,0.110737617
LEMD2,6.89E-05,0.025678893,0.124934049
LENG8,0,0.059236642,0.260012942
LEPROT,0.00104549,0.069598248,0.261822978
LETM1,0,0.036569136,0.187009089
LETMD1,0,0.028023089,0.114601652
LGALS8,0.000140437,0.049570634,0.22927145
LGMN,0.00078883,0.077307173,0.316416121
LHFPL2,7.44E-05,0.042024553,0.179596959
LIG3,0.001380894,0.025659643,0.123171662
LIMA1,0.000405867,0.085265824,0.338885463
LIMK1,0.001843069,0.028238167,0.141108228
LIMK2,0.001053163,0.051004911,0.218005451
LIMS1,0.000611329,0.04040275,0.172665494
LIN7C,0.003232424,0.020585967,0.092119763
LIPA,0.000143453,0.061588985,0.271381148
LMAN1,0.000207032,0.110867128,0.4826029
LMBR1,0.000664911,0.034089781,0.14624629
LMBR1L,2.16E-05,0.012922307,0.056579465
LMBRD1,0.000570189,0.035701865,0.135239304
LNPEP,0,0.053752902,0.234814075
LNPK,0,0.030798458,0.127758559
LPCAT1,0.000733283,0.051654297,0.24970559
LPP,0.000659182,0.11037368,0.436452894
LRCH3,0.0001522,0.020793441,0.086125259
LRPAP1,0.000334869,0.056848926,0.277749141
LRPPRC,0.000117583,0.118267748,0.517185194
LRRC41,0,0.053806989,0.243034669
LRRC58,0.000474931,0.04255871,0.173881093
LRRC8A,0.001361371,0.041732744,0.174180954
LRRFIP1,0.00045188,0.093353976,0.407443525
LRRFIP2,0.000802405,0.032206067,0.158205521
LSG1,0.000837254,0.028835472,0.130172952
LSM14A,0.00011763,0.09244182,0.392991385
LSM14B,0.000285409,0.033999925,0.166903242
LSM3,6.61E-05,0.025140509,0.115713633
LSM4,0,0.04718142,0.240477629
LSM8,0.000111222,0.024172165,0.115855561
LSS,0.000304514,0.03311476,0.148976159
LTA4H,0.000143489,0.046084895,0.209727708
LTBP3,0.000120595,0.072031283,0.350934375
LTBR,0.000249726,0.055184079,0.256620061
LUC7L,0,0.021556821,0.106491782
LUC7L2,0.000289954,0.018346841,0.082953131
LUC7L3,0.000233858,0.069129746,0.329330004
LYPLA1,7.43E-05,0.054832614,0.258280453
LZIC,0.00116162,0.0304897,0.129788309
MACO1,0.000180176,0.031861729,0.149249973
