gene,expression
HARS1,0.028068741718420703
HAT1,0.03184456781134321
HAX1,0.04948225788882376
HBS1L,0.038343884352101974
HCFC1,0.05837844092809555
HDAC1,0.0643467031357014
HDAC2,0.06960165068949486
HDAC6,0.03007888149610723
HDAC7,0.04470701492598553
HDDC2,0.023134079250852264
HEBP2,0.06234902170498827
HECA,0.03076184453511211
HECTD4,0.04133765930532518
HELZ,0.04098092007507777
HERC1,0.048617666473318694
HERC2,0.04320818319764394
HERC4,0.02915793161480932
HERPUD1,0.07125667153786226
HERPUD2,0.020255037086744133
HEXB,0.062258130544898316
HEXIM1,0.03319800336897281
HGS,0.031016526642630427
HIBADH,0.035255049169738206
HIF1AN,0.038447602659440826
HINT1,0.08857620989824799
HIP1,0.05297065444721485
HIP1R,0.02602181204238724
HIPK1,0.053659258576647745
HIPK3,0.07849544660743014
HK2,0.05859075315694959
HM13,0.09619527989470907
HMGA1,0.06782521040802969
HMGB1,0.13273716558437598
HMGB2,0.06425877208489984
HMGCR,0.03201340781046046
HMGN1,0.10219594963492554
HMGN2,0.10098379264521992
HMGN4,0.04330198546214893
HMGXB3,0.03615720996874382
HNRNPA0,0.09223082516151013
HNRNPA3,0.15184989944615243
HNRNPAB,0.07582104421770117
HNRNPC,0.23711882533057632
HNRNPD,0.10770816512467661
HNRNPDL,0.11624945717984787
HNRNPF,0.16513020040326173
HNRNPH1,0.1478265215114758
HNRNPH2,0.064318225716012
HNRNPH3,0.05329483054111443
HNRNPK,0.31599224179038965
HNRNPL,0.07741030438801015
HNRNPM,0.11222227098936509
HNRNPR,0.08764637123679354
HNRNPUL1,0.13091207712145947
HNRNPUL2,0.030316544439376595
HP1BP3,0.1025932318529753
HPS1,0.033070101550269744
HPS4,0.019120738446077302
HS1BP3,0.019395172927488383
HSBP1,0.06866281728087233
HSDL1,0.019303505795818247
HSPA1B,0.0534791066499994
HSPA4,0.09954602880064956
HSPA9,0.1840681275580586
HTATSF1,0.05664555591936781
HTT,0.06490259442694506
HYOU1,0.07523074581904024
IARS1,0.08182889950865026
IARS2,0.10869407701395768
IBTK,0.043167466600271445
ICE2,0.029537241041062895
ICMT,0.06054032311982623
IDE,0.03136473914251731
IFI16,0.05477517790266451
IFNAR1,0.0564933523772731
IFNGR1,0.056849406139086095
IFNGR2,0.03646881872536346
IFT122,0.02761549514314384
IGF2R,0.10245801863646883
IK,0.05604472226418754
IKBKB,0.0458141388414849
IL17RA,0.0208894385872843
ILF2,0.14405922764929655
ILF3,0.14468931995079537
ILKAP,0.012482381147735373
ILRUN,0.08281563724551212
IMMT,0.05961126849657841
IMPACT,0.02889373615858967
IMPDH2,0.09366268455713739
INIP,0.02138366589144746
INO80,0.02378180199593888
INPPL1,0.05990790455248259
INSIG1,0.034200008445104936
INTS1,0.061805306267014776
INTS10,0.02659712551667015
INTS11,0.03951197359909021
INTS13,0.016140175245448692
INTS14,0.027156168910774253
INTS3,0.06449560533046697
INTS4,0.0153876634351691
INTS6,0.02323509808502658
INTS8,0.02768118295785595
IP6K1,0.03374285941904383
IP6K2,0.03845792209464468
IPO7,0.1090747438815352
IPO8,0.03681787242410921
IPO9,0.06545195783702322
IQCE,0.025022867001989316
IQSEC1,0.05096385146512357
IREB2,0.038182306216320946
IRF1,0.020752921963875213
IRF2,0.023662294095772574
IRF2BP2,0.10414157381021541
IRF2BPL,0.04071554136379647
IRGQ,0.019680768493917682
ISCA1,0.021119427243989887
ISCU,0.041595510879855524
ISG20L2,0.040213565834882344
IST1,0.07499260263002826
ITCH,0.04056882796126267
ITFG1,0.033287500772119796
ITGA5,0.05963830993344456
ITGAV,0.10012689263307571
ITGB1BP1,0.0296082717799828
ITSN2,0.0283051108133143
IVNS1ABP,0.07010177515160174
IWS1,0.028659265198484128
JAK1,0.12320489639728079
JARID2,0.024829359227517382
JOSD1,0.0410397701893749
JPT2,0.11609912207917876
KANK2,0.04980976142567307
KANSL1,0.03818042790023179
KANSL2,0.016368072577735888
KANSL3,0.04820208906191981
KARS1,0.07220129065621464
KAT2A,0.02682171564640348
KAT7,0.0361686325891481
KAT8,0.023579346661242263
KATNIP,0.020449556974529416
KBTBD2,0.03402204052859476
KCMF1,0.038635276746905714
KCTD10,0.049200601259502624
KCTD2,0.029131114558073715
KCTD20,0.05937191912667058
KDELR2,0.17497069145788213
KDM1A,0.057956680077122624
KDM2B,0.015797988944198114
KDM3A,0.043988257938069354
KDM3B,0.06691861148275782
KDM4A,0.012216950965229054
KDM4B,0.060443966279795466
KDM5A,0.047271880635308836
KDM5B,0.09683053765268373
KDM5C,0.07991492139734524
KDSR,0.04910137357355829
KHDC4,0.028207949563058336
KHDRBS1,0.10744610374266582
KHNYN,0.03296345560174025
KHSRP,0.08034147665120041
KIAA0232,0.04457190234024415
KIAA0319L,0.06664402706633832
KIAA0930,0.05624404041404267
KIAA1191,0.055116992047601635
KIAA1217,0.09700456162487549
KIAA1522,0.12184399490726538
KIF1C,0.07345684897478424
KIF2A,0.023439568610058793
KIF3B,0.05517835263985324
KIFAP3,0.03050612206385648
KLF10,0.0637239755650734
KLF3,0.03954752923810372
KLHDC10,0.04498234146347397
KLHDC3,0.05650619504497818
KLHL12,0.034494529186609835
KLHL24,0.03717346304939392
KLHL36,0.026717308731984232
KLHL42,0.023745146958785584
KMT2A,0.04928064058636207
KMT2B,0.033991361521275305
KMT2D,0.061958315077382885
KMT2E,0.05500910141344414
KMT5B,0.04489521418465688
KPNA1,0.026578054144326662
KPNA4,0.0644827476560925
KPNA6,0.0500372611166729
KPNB1,0.1365145353312073
KRAS,0.03150533254110285
KRR1,0.02131821971189308
LAMP2,0.15963001379299105
LAMTOR1,0.04804825842983811
LAMTOR3,0.026748381014875186
LANCL1,0.04882018355217924
LAP3,0.06869653475002772
LAPTM4A,0.24205074138553317
LAPTM5,0.055117745186092595
LARP1,0.12953848518893185
LARP4,0.039148782495634506
LARP4B,0.05306488991223006
LARP7,0.019971759784247284
LARS1,0.07514388781780915
LAS1L,0.029319065082000082
LCOR,0.029619660322740007
LCP1,0.0759429137732336
LDB1,0.055946190405591845
LDLRAP1,0.024377551233709646
LEMD2,0.02567889306118926
LENG8,0.05923664188213154
LEPROT,0.06959824772527425
LETM1,0.03656913582336433
LETMD1,0.02802308884559335
LGALS8,0.049570634163976716
LGMN,0.07730717279769876
LHFPL2,0.04202455260315436
LIG3,0.025659642921379594
LIMA1,0.08526582399703023
LIMK1,0.028238166921214867
LIMK2,0.05100491095546952
LIMS1,0.04040274974432603
LIN7C,0.020585966600312564
LIPA,0.06158898542233567
LMAN1,0.11086712756715042
LMBR1,0.03408978071874948
LMBR1L,0.012922306926917993
LMBRD1,0.03570186531524391
LNPEP,0.053752901606786856
LNPK,0.030798458449365084
LPCAT1,0.051654296612271534
LPP,0.11037368022070025
LRCH3,0.020793440613463023
LRPAP1,0.05684892558082852
LRPPRC,0.11826774805342317
LRRC41,0.05380698912586279
LRRC58,0.04255870977179227
LRRC8A,0.04173274380297945
LRRFIP1,0.0933539755044757
LRRFIP2,0.032206066626729105
LSG1,0.028835472092948265
LSM14A,0.09244182009707476
LSM14B,0.033999925186209055
LSM3,0.025140508627319876
LSM4,0.04718141966384419
LSM8,0.024172164740100237
LSS,0.03311475984385298
LTA4H,0.046084894830091434
LTBP3,0.07203128269406925
LTBR,0.05518407879437347
LUC7L,0.021556821271875373
LUC7L2,0.01834684123155825
LUC7L3,0.06912974584529562
LYPLA1,0.05483261436403429
LZIC,0.030489699749882603
MACO1,0.031861728607881896
MACROH2A1,0.09835278005197035
MADD,0.03651135353046944
MAEA,0.030369032070388508
MAGEF1,0.029285727099790014
MAGT1,0.07523492909043811
MAML1,0.03629753040545015
MAN1B1,0.05101149869251411
MAN2B1,0.03503923808512324
MAN2B2,0.04380890822789966
MANBA,0.02734091780842118
MANBAL,0.028808386091363682
MAP1LC3B,0.04954791810502117
MAP3K2,0.0425470448477234
MAP3K3,0.022346831622846668
MAP3K4,0.020333361914797943
MAP3K7,0.02982434846644683
MAP4K4,0.07193408294283417
MAP7D1,0.056556110549834664
MAPK1,0.08364745552320649
MAPK14,0.03934334847229542
MAPK1IP1L,0.05010482729285405
MAPK8,0.022875662801383007
MAPK9,0.03600731251473242
MAPKAP1,0.040444837122695164
MAPKAPK5,0.020294661964218835
MAPRE1,0.08675570436921283
MARCHF5,0.03350722631813942
MARCHF6,0.10807456897472587
MARCHF7,0.054026806006627896
MARCHF8,0.03656890465401227
MARCKS,0.12330494980371667
MARF1,0.059241193324649465
MARK2,0.050644630559027626
MARK3,0.03579881549646515
MARS1,0.04900024509756491
MAST2,0.04127508796369036
MAT2A,0.09328322203747721
MAT2B,0.039678936326041525
MAU2,0.03646222862669105
MAVS,0.07197691121458957
MAX,0.03268857290315104
MBD1,0.030394471648386493
MBD2,0.052527327715603124
MBD4,0.025434438722355446
MBNL1,0.08620840792720952
MBTPS1,0.09421803119581475
MCFD2,0.06853588624039979
MCM3,0.06677895075442915
MCM6,0.03537583039427753
MCM7,0.06217192303140803
MCMBP,0.046341061890842146
MCTS1,0.02518331421723025
MCUR1,0.026721460778391094
MDC1,0.025945360829439337
MDH1,0.08034809609694361
MDM4,0.03121101015518035
MEAF6,0.05139804544094498
MECP2,0.041717325213043235
MED12,0.03938896561468819
MED13,0.06252801913818175
MED13L,0.09064054115013616
MED14,0.04032984361078507
MED15,0.043289218390872825
MED22,0.020604544677461267
MED28,0.03280221855206016
MED29,0.04492154254604822
MEF2D,0.05364439529735181
MEPCE,0.038488788749266756
MESD,0.03726144765974584
METAP1,0.02866171982587109
METAP2,0.045813740444166584
METTL16,0.02368930322837532
METTL2A,0.01331703611940648
METTL9,0.05644992150656768
MFF,0.03081236856136114
MFN2,0.06695670607926989
MFSD1,0.04996606181800715
MFSD14B,0.043430179909592324
MGAT1,0.08283826811565903
MGAT4B,0.049039617087888496
MGAT5,0.045093004680050945
MGME1,0.016877543460735542
MGRN1,0.04915421403528758
MGST3,0.058893516646530926
MIA2,0.026291838623675196
MIA3,0.06851227217736167
MIB1,0.05230788091738135
MICU1,0.036238678724203416
MIDEAS,0.03553568660988144
MIDN,0.06496966585714889
MIEF1,0.0265953903087812
MIER1,0.029058310775407447
MINK1,0.043531031207021204
MIOS,0.022459450561675837
MKLN1,0.030033977224892046
MKNK1,0.012578322778968268
MKNK2,0.09557031589109509
MKRN1,0.07918397758794748
MKRN2,0.018809847499202732
MLEC,0.12585101396231438
MLF2,0.10867115063889478
MLLT1,0.04492943545888286
MLXIP,0.05093538235024283
MMS19,0.03532143234538289
MOB1A,0.09569538907665037
MOB3A,0.030194273870816586
MOGS,0.03634019679561868
MON1B,0.023395865446079724
MON2,0.03438633415759459
MORC2,0.03232087401427111
MORF4L1,0.1252443610459666
MOV10,0.030259391393361534
MPC2,0.03116780293449593
MPHOSPH10,0.029387747745749985
MPHOSPH8,0.03601453792955427
MPRIP,0.08155698851611225
MPV17,0.02620484610821553
MPZL1,0.13018747968809205
MRE11,0.019540249200493527
MRFAP1,0.16822146053042578
MRFAP1L1,0.04308706230270423
MROH1,0.02769732507020912
MRPL19,0.030671398790657237
MRPL3,0.04750271370358613
MRPL30,0.021453979134304732
MRPL35,0.024657206365450286
MRPL42,0.02881133869045404
MRPL50,0.014210981124624815
MRPL51,0.042082489543573215
MRPS10,0.026812953854726533
MRPS14,0.01912258726346055
MRPS16,0.042129125580963066
MRPS21,0.04099054881395135
MRPS23,0.028114893328537435
MRPS25,0.013060255152811394
MRPS27,0.037192166474526764
MRPS35,0.04051074161742663
MRPS5,0.02127707453822386
MRRF,0.017987749018974812
MRS2,0.020125129123145492
MRTFA,0.027473573021525397
MRTFB,0.06669184439434636
MSH2,0.027146719111139552
MSH6,0.045534894503839206
MSI2,0.06860003134971997
MSL2,0.025744509480149474
MSL3,0.018835723449075976
MTA2,0.057171248062421874
MTA3,0.033243346926067695
MTCH1,0.09981393087437002
MTCH2,0.05374251068019471
MTDH,0.12803543804980494
MTHFD1,0.0343694086476392
MTHFD2,0.04375947864947864
MTIF2,0.023312896475542667
MTMR14,0.02450167027348709
MTMR4,0.034345157848393905
MTOR,0.042464993773962796
MTPN,0.10816926173336937
MTR,0.03848113852174727
MTREX,0.03635157587678766
MTX2,0.018918148540604057
MXD4,0.04647057039303371
MXRA7,0.04186588872666684
MYADM,0.10386948373461369
MYD88,0.03606657249709809
MYH10,0.05360690969766933
MYO1B,0.061163451979622134
MYO1E,0.030126929521930936
MYO6,0.11971618295978063
MYO9B,0.047663910521340884
MYOF,0.13637519346119256
N4BP1,0.035880826108617994
N4BP2L2,0.04816579207430955
NAA15,0.03616278828576654
NAA20,0.04104149623924565
NAA30,0.019149373207311516
NAA50,0.09474820145841815
NACC1,0.04234373933063356
NADSYN1,0.030404477711522958
NAGA,0.02954969375587288
NAGK,0.03828487778620213
NANS,0.02165512869327396
NAP1L4,0.07886999141561812
NAPG,0.02023763245067546
NARS1,0.09427711840169276
NASP,0.05399300027035558
NAT10,0.044759045074875686
NAXD,0.029232923598587313
NBAS,0.03551990446381047
NBEAL2,0.03842127973243439
NBN,0.05820958777229912
NBR1,0.10266277772414807
NCAPD2,0.053253032643001456
NCBP1,0.03148578893952524
NCBP2,0.05568845424938615
NCBP3,0.02670728563794073
NCKAP1,0.12729756738082973
NCOA1,0.049532536278449245
NCOA3,0.0438220246512306
NCOA5,0.034835334699863364
NCOA6,0.047752000576849925
NCOR1,0.07520906427202523
NCOR2,0.09553079438046133
NCSTN,0.1044775414503317
NDC1,0.026263067034226446
NDFIP1,0.09581911042858011
NDRG3,0.03267996571861496
NDST1,0.10943036421786477
NDUFA10,0.05355218771137997
NDUFA5,0.04196432302165155
NDUFB4,0.05489661932135392
NDUFB5,0.041101582532635336
NDUFS1,0.058393832749846726
NDUFS2,0.07793003628345004
NDUFV3,0.025214855412081908
NECAP1,0.019412803590427075
NECAP2,0.03532337071386862
NEK6,0.030180938457038748
NEK9,0.05018347191870316
NELFCD,0.061394204256020074
NELFE,0.0349370708603108
NEPRO,0.025281046548497034
NET1,0.10775439422775394
NF1,0.06298707603028382
NF2,0.02459294356479393
NFATC2IP,0.02321299923053881
NFE2L2,0.068220616028959
NFIC,0.11647730473428852
NFKB1,0.03825545153337312
NFKBIA,0.0626682421645406
NFRKB,0.020171421587042427
NFX1,0.035285881118593064
NFYA,0.031175841114649216
NFYC,0.02779907803820845
NGLY1,0.018045839170366833
NIPBL,0.06286488742148225
NISCH,0.05308635235338838
NIT2,0.030207232847307062
NKAPD1,0.020168118192204286
NMD3,0.035061611306138496
NMT1,0.06298840345253043
NOL10,0.016888780951479443
NOL11,0.036643205900883165
NOL6,0.03313224730438724
NOL7,0.026438260033343045
NOL8,0.02497245050060464
NOLC1,0.0776184154326813
NOP56,0.05720232387666661
NOP58,0.032271705880915685
NOTCH1,0.042241130906832146
NPC1,0.027651638802350113
NPC2,0.05777043975694348
NPEPPS,0.05042921807663865
NPLOC4,0.06761065900848819
NPTN,0.07149176828299637
NR1D2,0.03811843435414889
NRBP1,0.0689397493638906
NRDC,0.07406067167749225
NRF1,0.010233436386050943
NSA2,0.04716393035203389
NSD1,0.06377152613638563
NSD2,0.04605140832707102
NSF,0.032749497262745536
NSFL1C,0.045989975664213416
NSL1,0.01853556017122742
NSRP1,0.023035660276278788
NSUN2,0.04329219301714031
NSUN4,0.017345185279699128
NT5DC1,0.024135379685396394
NUB1,0.04125519867118438
NUCB1,0.1260789589248607
NUCB2,0.07480157173578492
NUDCD3,0.06580856100155864
NUDT21,0.06249700763724386
NUDT4,0.02892577767574138
NUMB,0.038613578030945096
NUP107,0.025790628210430124
NUP133,0.04523751492902038
NUP160,0.03638584003049152
NUP188,0.03978138634384461
NUP205,0.04643527650889161
NUP214,0.03975717620896823
NUP43,0.026123239071889997
NUP50,0.03608480860002258
NUP54,0.021789768025274225
NUP58,0.03197599596737979
NUP62,0.039465990549335056
NUP85,0.023726200159673687
NUP88,0.018848157747308036
NUP93,0.025913519732839674
NUP98,0.0702641665752562
NUS1,0.02090428938666472
NUTF2,0.045877375005356914
NVL,0.020454067531075697
NXF1,0.044955777755453875
OAZ2,0.047784465005228274
OCIAD1,0.07400729795428024
OCRL,0.03707983755284394
ODF2,0.032943054139775926
ODR4,0.026649546806954142
OFD1,0.02607198036445326
OGA,0.11389893255780488
OGDH,0.07059752917368146
OGFOD1,0.020602344686896996
OGT,0.09839356373471236
OLA1,0.05923430921604937
OPA1,0.05288172716951375
OPTN,0.05884293830661204
ORC3,0.020055067758545445
ORC4,0.019288748395499957
OSBP,0.05445352209762533
OSBPL2,0.036532538606516986
OSBPL8,0.053570982498471795
OSBPL9,0.05041736315335161
OSER1,0.026424295206851512
OSGEP,0.013654856574834453
OSGIN2,0.030419185810689652
OTUD5,0.03861881782596312
OTUD7B,0.04041276098771478
OXA1L,0.05705561131137608
OXSR1,0.03367941008479484
P4HA1,0.047773664321395015
PA2G4,0.04987935465404576
PABPC4,0.06924511983866342
PACS1,0.07169535392797305
PACS2,0.03576836578765543
PACSIN2,0.05057103456309379
PAFAH1B1,0.0735954325523841
PAFAH1B2,0.06338439587270742
PAIP1,0.038760558152053454
PAIP2,0.023756045721695294
PAK2,0.08807856399683427
PAN3,0.03222846223101394
PANK3,0.07237710218367559
PAPOLA,0.11469385240358194
PAPSS1,0.06316546184046015
PARK7,0.09903397203627044
PARN,0.0438640494744144
PARP12,0.024939692107654572
PARP14,0.06846978063702357
PARP4,0.043042133449624494
PARP9,0.05896926260661081
PARVA,0.09075654576336833
PBRM1,0.04305120509221847
PBX2,0.027014807338715165
PBXIP1,0.08420076978863755
PCBP2,0.08536883989268666
PCCB,0.02820880708720904
PCF11,0.034066632261212336
PCGF3,0.025327614272658644
PCID2,0.020935345469293192
PCMTD1,0.06644169902342832
PCMTD2,0.04209680007590306
PCNA,0.06124583850922051
PCNP,0.06914610640816614
PCNT,0.026410651117430562
PCNX1,0.0384854928494504
PCNX4,0.03065407947900415
PCYOX1,0.09522449590524672
PCYT1A,0.04027688334219025
PDAP1,0.05408056192319598
PDCD11,0.03427647820490853
PDCD2,0.028375102316174444
PDCD6IP,0.10162053739327612
PDCD7,0.012786338711155832
PDE12,0.02185925737330828
PDHX,0.022158748806161383
PDK3,0.04847594878540998
PDS5A,0.08608065688868621
PDS5B,0.032000675735940044
PDXDC1,0.1197441891309019
PDXK,0.0814635115972548
PEBP1,0.194296965860195
PEF1,0.03893821558449353
PEX13,0.0274430623657068
PEX19,0.04795647142461719
PEX2,0.03198658905510957
PEX26,0.03063108704483218
PFKL,0.09295205073449085
PGD,0.07818825601280298
PGM3,0.022983693974474133
PGRMC1,0.09978686015676011
PGRMC2,0.06795455026760291
PHACTR4,0.03470079038722477
PHAX,0.02463053910131945
PHB2,0.0892384439819091
PHC2,0.060019366915712656
PHC3,0.044507403442979765
PHF10,0.04388225115093787
PHF12,0.03835097684733897
PHF13,0.02210684818826982
PHF14,0.032090701769069446
PHF2,0.036743028283642565
PHF20,0.04490465501934641
PHF20L1,0.03585090193768403
PHF21A,0.025059391513104087
PHF3,0.06212350449645612
PHF8,0.032844713104620234
PHIP,0.048880702919678165
PHKB,0.05311760816847497
PHLDB1,0.045562147003299684
PI4K2A,0.016820639570722055
PI4KA,0.05214521531382601
PI4KB,0.06254037626415744
PIAS1,0.02216792073023168
PICALM,0.11656239691482473
PIEZO1,0.060073752324701336
PIGK,0.02487482681723279
PIGM,0.024925978769243427
PIGO,0.029162652771233345
PIGX,0.022416748109614498
PIK3C2B,0.02761337472689087
PIK3CB,0.03203012132088448
PIK3R3,0.060782324108381865
PIK3R4,0.026538515993235808
PIP4K2A,0.025799671870031602
PIP4K2C,0.040858382208155165
PIP5K1A,0.050951162502241694
PITHD1,0.02626034471582751
PITPNA,0.05088550879063487
PITPNB,0.039415697211136594
PITRM1,0.04288379537798952
PJA2,0.08872771385872831
PKN1,0.06623673790427072
PKN2,0.035791818486251535
PKNOX1,0.013811590643910337
PKP4,0.0702135919770949
PLA2G12A,0.021461830515549125
PLBD2,0.059314394536744655
PLCG1,0.044183405454061346
PLEKHB2,0.07093976570758612
PLEKHO1,0.025850052586114877
PLPBP,0.03967106940281062
PLRG1,0.030917401877441734
PLXNA1,0.04118007163540823
PLXNA3,0.03448758243436925
PLXND1,0.09643088307579598
PML,0.04624415429145945
PMP22,0.08422867689081764
PMPCB,0.03282013258687021
PNISR,0.05303379126965989
PNMA1,0.02595517956505714
PNN,0.048524135946782336
PNPT1,0.02332252556035746
PNRC1,0.054536737217468434
PNRC2,0.048958136285387754
POFUT1,0.05052598391577969
POGK,0.06668304127284923
POGZ,0.07489691393731983
POLDIP2,0.06484606635623615
POLDIP3,0.05404050948880461
POLE,0.027291557858795817
POLE3,0.040251983544077205
POLH,0.01992056431493017
POLR1A,0.03903786772033684
POLR1B,0.02168721543602569
POLR1D,0.041760195732787525
POLR2A,0.14339758793080035
POLR2C,0.032621857301044874
POLR2D,0.019289974275874137
POLR2K,0.03380371876282015
POLR3A,0.020897095564114402
POLR3C,0.023432128984851062
POLR3E,0.022137423091103718
POMP,0.046032499811491254
PON2,0.03963702948994273
POU2F1,0.023537674613354122
PPA2,0.03368657871666944
PPCS,0.034344415907110085
PPFIA1,0.04101994470266119
PPHLN1,0.025748864364719213
PPIE,0.02486731777476856
PPIF,0.053014233807998905
PPIG,0.051494401259212425
PPIL2,0.023391609820191197
PPM1A,0.05064650104439199
PPM1F,0.02147274591940125
PPM1G,0.0706053582296774
PPP1CC,0.08310372782763477
PPP1R10,0.05060150011847137
PPP1R11,0.04091978662536019
PPP1R12A,0.04211036133983132
PPP1R15B,0.063871651984058
PPP1R18,0.039363750954947534
PPP1R2,0.037708041693796476
PPP1R8,0.025769112057583247
PPP1R9B,0.03704484439709787
PPP2CA,0.07849109916576189
PPP2CB,0.0460870268228815
PPP2R2A,0.034416601014784554
PPP2R2D,0.019821253114978097
PPP2R5A,0.06206192178525784
PPP2R5C,0.0701427886853359
PPP2R5E,0.03406839986767579
PPP3CB,0.03887840805997052
PPP3R1,0.024043200963747933
PPP4R1,0.044699310739450174
PPP4R2,0.038668196968749534
PPP4R3A,0.04792555490268172
PPP4R3B,0.07596406518723302
PPP6C,0.058247766776723525
PPP6R1,0.04491344480260156
PPP6R2,0.030206263532662512
PPP6R3,0.06408425090762321
PPRC1,0.031297932128810164
PRCC,0.04534300813368288
PRDM2,0.03721251876269877
PRDX2,0.07265704197112097
PRDX3,0.09271750613830174
PRELID3B,0.05399058289090629
PREP,0.02628774385450755
PREPL,0.03512647800995457
PRKAB1,0.018456679176333583
PRKACA,0.06520822471253981
PRKAG1,0.03473346734453587
PRKCI,0.03119935410939934
PRKD2,0.031198137274234032
PRMT2,0.05183350979633377
PRMT7,0.01616856646635651
PROSER1,0.028749887351585495
PRPF3,0.035946898935132525
PRPF38A,0.031054646141329523
PRPF38B,0.03201311717024043
PRPF39,0.016830558304874198
PRPF4,0.025405490787457834
PRPF40A,0.07227310608041634
PRPF4B,0.05056542158597294
PRPF6,0.08331974238337313
PRPSAP1,0.027393552249682606
PRR13,0.026936655954748836
PRRC1,0.06231568972584512
PRRC2A,0.18706862289497866
PRRC2B,0.10245562324221953
PRUNE1,0.03247084151370243
PSEN1,0.05325398052099151
PSIP1,0.03596831009866631
PSMA3,0.04220774427873555
PSMA4,0.06381282173286151
PSMA5,0.0493129287050525
PSMB1,0.07890801931706715
PSMB2,0.06251231605961152
PSMB7,0.06036870211152421
PSMC2,0.0516949227983529
PSMC6,0.036232527445288584
PSMD1,0.07292022231392299
PSMD12,0.04605018632671776
PSMD13,0.06258154380468657
PSMD2,0.13006794298528115
PSMD5,0.03407318293210466
PSMD6,0.0330217107593768
PSME1,0.09050483526715476
PSME2,0.05562310916377221
PSME3,0.0641505877709257
PSME3IP1,0.035544444045430786
PSME4,0.08004180625503148
PSMF1,0.07394011912446008
PSMG2,0.03064458370893451
PTBP1,0.1416249458457663
PTBP3,0.08844907275481266
PTCD3,0.03361563502993162
PTDSS1,0.05505965726429093
PTGES3,0.18426397559384491
PTK2,0.08688401326128689
PTPA,0.09716113336118568
PTPN11,0.09053868582065672
PTPN12,0.059824310325518194
PTPN18,0.04829015703255487
PTPN2,0.017634718090941366
PTPN23,0.03622728120907525
PTPN9,0.027639346744664648
PTPRA,0.06256483090039884
PUM1,0.06899312758534695
PUM2,0.1044540373326765
PUM3,0.021076241669444173
PURB,0.058779815070979353
PWP1,0.030565902470126236
PYGO2,0.05017146586425778
QARS1,0.09682941538217991
QKI,0.06341445936663603
QRICH1,0.04133047275530031
QSER1,0.03797623448509106
R3HDM1,0.022582029688421164
R3HDM2,0.019701017519035465
R3HDM4,0.04133434915020426
RAB10,0.10324706021673527
RAB14,0.08594429886483405
RAB18,0.07227589979040208
RAB1A,0.10444170835259445
RAB21,0.04517103390223528
RAB22A,0.04018682480353255
RAB2A,0.11585608501993062
RAB35,0.030266299589475774
RAB3GAP1,0.045402008779519235
RAB3GAP2,0.04212331631997642
RAB4A,0.02879827636664354
RAB5A,0.03586931319106389
RAB5B,0.1268818396839089
RAB5C,0.026002581791954592
RAB7A,0.16268251430447145
RABEP1,0.0603883272306737
RABGAP1,0.04870697686115772
RABGAP1L,0.030700952346136224
RABGGTB,0.026567591932521874
RABL6,0.0442076603429476
RAC1,0.1800035315272645
RAD23B,0.13705665934597105
RAE1,0.026335299624532835
RALA,0.04494280541182702
RALB,0.038303802027141766
RALBP1,0.054799757974955066
RALY,0.08065259568868073
RAN,0.12673415043711206
RANBP10,0.01795711559780124
RANBP2,0.087171374447409
RANBP3,0.031646296956282155
RANGAP1,0.06732057832842522
RAP1A,0.03999163082067214
RAP1B,0.02760198481033643
RAP1GDS1,0.032297280986136066
RAP2B,0.025589068017649447
RAPGEF1,0.051022741872878696
RARG,0.029675276616921327
RARS1,0.04133020515787448
RARS2,0.021916363203190143
RASSF3,0.029541395049360694
RB1CC1,0.05443868610945756
RBBP5,0.02553313064699741
RBBP6,0.048441371865585586
RBCK1,0.04497370279742658
RBFOX2,0.05700961486122953
RBM12,0.0471270352871422
RBM14,0.028713361908562066
RBM15B,0.043096437697511786
RBM17,0.04630120408081642
RBM18,0.026273928950197537
RBM19,0.01537715060905516
RBM22,0.03102345914385265
RBM23,0.04072862419862619
RBM25,0.06115459889552447
RBM26,0.03481507368695797
RBM28,0.019214738215903325
RBM3,0.13973717485565473
RBM33,0.027386097912642977
RBM5,0.03637392866664523
RBM6,0.03928855336140337
RBM8A,0.041383180394502346
RBMS2,0.027077140515547264
RBMX,0.10408282594981687
RBPJ,0.05606213588439464
RBSN,0.024560506955046784
RBX1,0.02864623287627341
RC3H1,0.026625735698482693
RC3H2,0.0392925043689126
RCC2,0.08607355091773201
RCN2,0.035934365159788054
RCOR1,0.03030631418034965
RCOR3,0.03444665362855264
RDH11,0.03302936400823799
REEP3,0.04570389107138457
REEP5,0.1538005192829968
RELA,0.05641852920750856
REPIN1,0.062073321800194266
REPS1,0.027415305323992247
RER1,0.054828300443462256
RERE,0.08595361416656196
REST,0.034236251202612034
RETREG2,0.07508760828751869
RETREG3,0.054032895195835394
RFC1,0.03945920446902496
RFWD3,0.02352869994132006
RFX5,0.029962256445797645
RGL2,0.05183761996461641
RGS12,0.019319752195627028
RHBDD1,0.020883417560517765
RHBDD2,0.05377794021465842
RHEB,0.0384335122976752
RHOC,0.07529972300018489
RHOT1,0.02600207278543064
RIF1,0.04674831313318989
RIOK1,0.015107457046523581
RIPK1,0.029407385629189386
RIT1,0.02171866025718052
RLIM,0.046576517132988556
RMDN1,0.02884251619199325
RMND5A,0.053089089446050855
RMND5B,0.029413993446033102
RNF10,0.09868349862764976
RNF103,0.021438975394434668
RNF11,0.06706011488817563
RNF114,0.054548543900707576
